model_id	identity_status	repo_ids	revisions	surfaces	providers	environments	backends	libraries	classes	runtime_statuses	algorithm_ids	implementation_ids
nf-auto-dlinear	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoDLinear""]"	[]	[]	[]
nf-auto-fedformer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoFEDformer""]"	[]	[]	[]
nf-auto-gru	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoGRU""]"	[]	[]	[]
nf-auto-hint	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoHINT""]"	[]	[]	[]
nf-auto-informer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoInformer""]"	[]	[]	[]
nf-auto-itransformer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoiTransformer""]"	[]	[]	[]
nf-auto-kan	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoKAN""]"	[]	[]	[]
nf-auto-lstm	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoLSTM""]"	[]	[]	[]
nf-auto-mlp	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoMLP""]"	[]	[]	[]
nf-auto-mlp-multivariate	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoMLPMultivariate""]"	[]	[]	[]
nf-auto-nbeats	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNBEATS""]"	[]	[]	[]
nf-auto-nbeatsx	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNBEATSx""]"	[]	[]	[]
nf-auto-nhits	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNHITS""]"	[]	[]	[]
nf-auto-nlinear	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNLinear""]"	[]	[]	[]
nf-auto-patchtst	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoPatchTST""]"	[]	[]	[]
nf-auto-rmok	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoRMoK""]"	[]	[]	[]
nf-auto-rnn	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoRNN""]"	[]	[]	[]
nf-auto-softs	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoSOFTS""]"	[]	[]	[]
nf-auto-softssharp	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoSOFTSSharp""]"	[]	[]	[]
nf-auto-stemgnn	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoStemGNN""]"	[]	[]	[]
nf-auto-tcn	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTCN""]"	[]	[]	[]
nf-auto-tft	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTFT""]"	[]	[]	[]
nf-auto-tide	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTiDE""]"	[]	[]	[]
nf-auto-timemixer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTimeMixer""]"	[]	[]	[]
nf-auto-timesnet	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTimesNet""]"	[]	[]	[]
nf-auto-timexer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTimeXer""]"	[]	[]	[]
nf-auto-tsmixer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTSMixer""]"	[]	[]	[]
nf-auto-tsmixerx	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTSMixerx""]"	[]	[]	[]
nf-auto-vanilla-transformer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoVanillaTransformer""]"	[]	[]	[]
nf-auto-xlinear	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoXLinear""]"	[]	[]	[]
nf-auto-xlstm	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoxLSTM""]"	[]	[]	[]
nf-autoformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""Autoformer""]"	"[""NOT_RUN""]"	"[""autoformer""]"	"[""nf-autoformer""]"
nf-bitcn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""BiTCN""]"	"[""NOT_RUN""]"	"[""bitcn""]"	"[""nf-bitcn""]"
nf-deepar	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""DeepAR""]"	"[""NOT_RUN""]"	"[""deepar""]"	"[""nf-deepar""]"
nf-deepnpts	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""DeepNPTS""]"	"[""NOT_RUN""]"	"[""deepnpts""]"	"[""nf-deepnpts""]"
nf-dilatedrnn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""DilatedRNN""]"	"[""NOT_RUN""]"	"[""dilatedrnn""]"	"[""nf-dilatedrnn""]"
nf-dlinear	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""DLinear""]"	"[""NOT_RUN""]"	"[""dlinear""]"	"[""nf-dlinear""]"
nf-fedformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""FEDformer""]"	"[""NOT_RUN""]"	"[""fedformer""]"	"[""nf-fedformer""]"
nf-gru	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""GRU""]"	"[""NOT_RUN""]"	"[""gru""]"	"[""nf-gru""]"
nf-hint	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""HINT""]"	"[""NOT_RUN""]"	"[""hint""]"	"[""nf-hint""]"
nf-informer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""Informer""]"	"[""NOT_RUN""]"	"[""informer""]"	"[""nf-informer""]"
nf-itransformer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""iTransformer""]"	"[""NOT_RUN""]"	"[""itransformer""]"	"[""nf-itransformer""]"
nf-kan	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""KAN""]"	"[""NOT_RUN""]"	"[""kan""]"	"[""nf-kan""]"
nf-lstm	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""LSTM""]"	"[""NOT_RUN""]"	"[""lstm""]"	"[""nf-lstm""]"
nf-mlp	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""MLP""]"	"[""NOT_RUN""]"	"[""mlp""]"	"[""nf-mlp""]"
nf-mlpmultivariate	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""MLPMultivariate""]"	"[""NOT_RUN""]"	"[""mlpmultivariate""]"	"[""nf-mlpmultivariate""]"
nf-nbeats	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""NBEATS""]"	"[""NOT_RUN""]"	"[""nbeats""]"	"[""nf-nbeats""]"
nf-nbeatsx	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""NBEATSx""]"	"[""NOT_RUN""]"	"[""nbeatsx""]"	"[""nf-nbeatsx""]"
nf-nhits	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""NHITS""]"	"[""NOT_RUN""]"	"[""nhits""]"	"[""nf-nhits""]"
nf-nlinear	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""NLinear""]"	"[""NOT_RUN""]"	"[""nlinear""]"	"[""nf-nlinear""]"
nf-patchtst	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""PatchTST""]"	"[""NOT_RUN""]"	"[""patchtst""]"	"[""nf-patchtst""]"
nf-rmok	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""RMoK""]"	"[""NOT_RUN""]"	"[""rmok""]"	"[""nf-rmok""]"
nf-rnn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""RNN""]"	"[""NOT_RUN""]"	"[""rnn""]"	"[""nf-rnn""]"
nf-softs	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""SOFTS""]"	"[""NOT_RUN""]"	"[""softs""]"	"[""nf-softs""]"
nf-softssharp	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""SOFTSSharp""]"	"[""NOT_RUN""]"	"[""softssharp""]"	"[""nf-softssharp""]"
nf-stemgnn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""StemGNN""]"	"[""NOT_RUN""]"	"[""stemgnn""]"	"[""nf-stemgnn""]"
nf-tcn	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TCN""]"	"[""NOT_RUN""]"	"[""tcn""]"	"[""nf-tcn""]"
nf-tft	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TFT""]"	"[""NOT_RUN""]"	"[""tft""]"	"[""nf-tft""]"
nf-tide	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TiDE""]"	"[""NOT_RUN""]"	"[""tide""]"	"[""nf-tide""]"
nf-timellm	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TimeLLM""]"	"[""NOT_RUN""]"	"[""timellm""]"	"[""nf-timellm""]"
nf-timemixer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TimeMixer""]"	"[""NOT_RUN""]"	"[""timemixer""]"	"[""nf-timemixer""]"
nf-timesnet	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TimesNet""]"	"[""NOT_RUN""]"	"[""timesnet""]"	"[""nf-timesnet""]"
nf-timexer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TimeXer""]"	"[""NOT_RUN""]"	"[""timexer""]"	"[""nf-timexer""]"
nf-tsmixer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TSMixer""]"	"[""NOT_RUN""]"	"[""tsmixer""]"	"[""nf-tsmixer""]"
nf-tsmixerx	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""TSMixerx""]"	"[""NOT_RUN""]"	"[""tsmixerx""]"	"[""nf-tsmixerx""]"
nf-vanilla-transformer	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""neuralforecast""]"	"[""VanillaTransformer""]"	[]	[]	[]
nf-vanillatransformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""VanillaTransformer""]"	"[""NOT_RUN""]"	"[""vanillatransformer""]"	"[""nf-vanillatransformer""]"
nf-xlinear	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""XLinear""]"	"[""NOT_RUN""]"	"[""xlinear""]"	"[""nf-xlinear""]"
nf-xlstm	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast""]"	"[""xLSTM""]"	"[""NOT_RUN""]"	"[""xlstm""]"	"[""nf-xlstm""]"
nfauto-autoformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoAutoformer""]"	"[""NOT_RUN""]"	"[""autoautoformer""]"	"[""nfauto-autoformer""]"
nfauto-bitcn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoBiTCN""]"	"[""NOT_RUN""]"	"[""autobitcn""]"	"[""nfauto-bitcn""]"
nfauto-deepar	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoDeepAR""]"	"[""NOT_RUN""]"	"[""autodeepar""]"	"[""nfauto-deepar""]"
nfauto-deepnpts	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoDeepNPTS""]"	"[""NOT_RUN""]"	"[""autodeepnpts""]"	"[""nfauto-deepnpts""]"
nfauto-dilatedrnn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoDilatedRNN""]"	"[""NOT_RUN""]"	"[""autodilatedrnn""]"	"[""nfauto-dilatedrnn""]"
nfauto-dlinear	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoDLinear""]"	"[""NOT_RUN""]"	"[""autodlinear""]"	"[""nfauto-dlinear""]"
nfauto-fedformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoFEDformer""]"	"[""NOT_RUN""]"	"[""autofedformer""]"	"[""nfauto-fedformer""]"
nfauto-gru	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoGRU""]"	"[""NOT_RUN""]"	"[""autogru""]"	"[""nfauto-gru""]"
nfauto-hint	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoHINT""]"	"[""NOT_RUN""]"	"[""autohint""]"	"[""nfauto-hint""]"
nfauto-informer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoInformer""]"	"[""NOT_RUN""]"	"[""autoinformer""]"	"[""nfauto-informer""]"
nfauto-itransformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoiTransformer""]"	"[""NOT_RUN""]"	"[""autoitransformer""]"	"[""nfauto-itransformer""]"
nfauto-kan	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoKAN""]"	"[""NOT_RUN""]"	"[""autokan""]"	"[""nfauto-kan""]"
nfauto-lstm	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoLSTM""]"	"[""NOT_RUN""]"	"[""autolstm""]"	"[""nfauto-lstm""]"
nfauto-mlp	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoMLP""]"	"[""NOT_RUN""]"	"[""automlp""]"	"[""nfauto-mlp""]"
nfauto-mlpmultivariate	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoMLPMultivariate""]"	"[""NOT_RUN""]"	"[""automlpmultivariate""]"	"[""nfauto-mlpmultivariate""]"
nfauto-nbeats	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNBEATS""]"	"[""NOT_RUN""]"	"[""autonbeats""]"	"[""nfauto-nbeats""]"
nfauto-nbeatsx	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNBEATSx""]"	"[""NOT_RUN""]"	"[""autonbeatsx""]"	"[""nfauto-nbeatsx""]"
nfauto-nhits	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNHITS""]"	"[""NOT_RUN""]"	"[""autonhits""]"	"[""nfauto-nhits""]"
nfauto-nlinear	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoNLinear""]"	"[""NOT_RUN""]"	"[""autonlinear""]"	"[""nfauto-nlinear""]"
nfauto-patchtst	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoPatchTST""]"	"[""NOT_RUN""]"	"[""autopatchtst""]"	"[""nfauto-patchtst""]"
nfauto-rmok	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoRMoK""]"	"[""NOT_RUN""]"	"[""autormok""]"	"[""nfauto-rmok""]"
nfauto-rnn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoRNN""]"	"[""NOT_RUN""]"	"[""autornn""]"	"[""nfauto-rnn""]"
nfauto-softs	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoSOFTS""]"	"[""NOT_RUN""]"	"[""autosofts""]"	"[""nfauto-softs""]"
nfauto-softssharp	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoSOFTSSharp""]"	"[""NOT_RUN""]"	"[""autosoftssharp""]"	"[""nfauto-softssharp""]"
nfauto-stemgnn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoStemGNN""]"	"[""NOT_RUN""]"	"[""autostemgnn""]"	"[""nfauto-stemgnn""]"
nfauto-tcn	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTCN""]"	"[""NOT_RUN""]"	"[""autotcn""]"	"[""nfauto-tcn""]"
nfauto-tft	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTFT""]"	"[""NOT_RUN""]"	"[""autotft""]"	"[""nfauto-tft""]"
nfauto-tide	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTiDE""]"	"[""NOT_RUN""]"	"[""autotide""]"	"[""nfauto-tide""]"
nfauto-timemixer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTimeMixer""]"	"[""NOT_RUN""]"	"[""autotimemixer""]"	"[""nfauto-timemixer""]"
nfauto-timesnet	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTimesNet""]"	"[""NOT_RUN""]"	"[""autotimesnet""]"	"[""nfauto-timesnet""]"
nfauto-timexer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTimeXer""]"	"[""NOT_RUN""]"	"[""autotimexer""]"	"[""nfauto-timexer""]"
nfauto-tsmixer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTSMixer""]"	"[""NOT_RUN""]"	"[""autotsmixer""]"	"[""nfauto-tsmixer""]"
nfauto-tsmixerx	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoTSMixerx""]"	"[""NOT_RUN""]"	"[""autotsmixerx""]"	"[""nfauto-tsmixerx""]"
nfauto-vanillatransformer	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoVanillaTransformer""]"	"[""NOT_RUN""]"	"[""autovanillatransformer""]"	"[""nfauto-vanillatransformer""]"
nfauto-xlinear	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoXLinear""]"	"[""NOT_RUN""]"	"[""autoxlinear""]"	"[""nfauto-xlinear""]"
nfauto-xlstm	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""neuralforecast_auto""]"	"[""AutoxLSTM""]"	"[""NOT_RUN""]"	"[""autoxlstm""]"	"[""nfauto-xlstm""]"
position-median	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""builtin""]"	"[""TheoryMedianAdapter""]"	"[""NOT_RUN""]"	"[""theorymedianadapter""]"	"[""position-median""]"
position-modal	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""builtin""]"	"[""TheoryModalAdapter""]"	"[""NOT_RUN""]"	"[""theorymodaladapter""]"	"[""position-modal""]"
random-forest	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""sklearn""]"	"[""RandomForestClassifier""]"	"[""NOT_RUN""]"	"[""randomforestclassifier""]"	"[""random-forest""]"
reservoir-esn	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""reservoirpy""]"	"[""ESN""]"	"[""NOT_RUN""]"	"[""esn""]"	"[""reservoir-esn""]"
ridge	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""sklearn""]"	"[""Ridge""]"	"[""NOT_RUN""]"	"[""ridge""]"	"[""ridge""]"
ridge-position	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""sklearn""]"	"[""Ridge""]"	[]	[]	[]
sf-adida	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""ADIDA""]"	"[""NOT_RUN""]"	"[""adida""]"	"[""sf-adida""]"
sf-arch	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""ARCH""]"	"[""NOT_RUN""]"	"[""arch""]"	"[""sf-arch""]"
sf-arima	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""ARIMA""]"	"[""NOT_RUN""]"	"[""arima""]"	"[""sf-arima""]"
sf-autoarima	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoARIMA""]"	"[""NOT_RUN""]"	"[""autoarima""]"	"[""sf-autoarima""]"
sf-autoces	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoCES""]"	"[""NOT_RUN""]"	"[""autoces""]"	"[""sf-autoces""]"
sf-autoets	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoETS""]"	"[""NOT_RUN""]"	"[""autoets""]"	"[""sf-autoets""]"
