surface	model_id	implementation_id	algorithm_id	family	library	class_name	source_kind	execution_surface	canonical_v1_model_id	source_alias	source_version	source_revision	evidence_class	evidence_revision	artifact_id	artifact_revision	artifact_sha256	routability	runtime_status	runtime_certified	capabilities	notes
expanded_v2	nfauto-itransformer	nfauto-itransformer	autoitransformer	transformer	neuralforecast_auto	AutoiTransformer	broad_v1	broad_v1	nfauto-itransformer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-timexer	nfauto-timexer	autotimexer	transformer	neuralforecast_auto	AutoTimeXer	broad_v1	broad_v1	nfauto-timexer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-timesnet	nfauto-timesnet	autotimesnet	transformer	neuralforecast_auto	AutoTimesNet	broad_v1	broad_v1	nfauto-timesnet				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision
expanded_v2	nfauto-stemgnn	nfauto-stemgnn	autostemgnn	graph	neuralforecast_auto	AutoStemGNN	broad_v1	broad_v1	nfauto-stemgnn				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-hint	nfauto-hint	autohint	hierarchical	neuralforecast_auto	AutoHINT	broad_v1	broad_v1	nfauto-hint				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-tsmixer	nfauto-tsmixer	autotsmixer	mixer	neuralforecast_auto	AutoTSMixer	broad_v1	broad_v1	nfauto-tsmixer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-tsmixerx	nfauto-tsmixerx	autotsmixerx	mixer	neuralforecast_auto	AutoTSMixerx	broad_v1	broad_v1	nfauto-tsmixerx				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-mlpmultivariate	nfauto-mlpmultivariate	automlpmultivariate	mlp	neuralforecast_auto	AutoMLPMultivariate	broad_v1	broad_v1	nfauto-mlpmultivariate				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-softs	nfauto-softs	autosofts	mixer	neuralforecast_auto	AutoSOFTS	broad_v1	broad_v1	nfauto-softs				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-softssharp	nfauto-softssharp	autosoftssharp	mixer	neuralforecast_auto	AutoSOFTSSharp	broad_v1	broad_v1	nfauto-softssharp				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-timemixer	nfauto-timemixer	autotimemixer	mixer	neuralforecast_auto	AutoTimeMixer	broad_v1	broad_v1	nfauto-timemixer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision
expanded_v2	nfauto-rmok	nfauto-rmok	autormok	kan	neuralforecast_auto	AutoRMoK	broad_v1	broad_v1	nfauto-rmok				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo"", ""multivariate""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-xlinear	nfauto-xlinear	autoxlinear	linear	neuralforecast_auto	AutoXLinear	broad_v1	broad_v1	nfauto-xlinear				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	mfauto-lightgbm	mfauto-lightgbm	autolightgbm	lag_ml	mlforecast_auto	AutoLightGBM	broad_v1	broad_v1	mfauto-lightgbm				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-xgboost	mfauto-xgboost	autoxgboost	lag_ml	mlforecast_auto	AutoXGBoost	broad_v1	broad_v1	mfauto-xgboost				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-catboost	mfauto-catboost	autocatboost	lag_ml	mlforecast_auto	AutoCatboost	broad_v1	broad_v1	mfauto-catboost				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-linearregression	mfauto-linearregression	autolinearregression	lag_ml	mlforecast_auto	AutoLinearRegression	broad_v1	broad_v1	mfauto-linearregression				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-ridge	mfauto-ridge	autoridge	lag_ml	mlforecast_auto	AutoRidge	broad_v1	broad_v1	mfauto-ridge				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-lasso	mfauto-lasso	autolasso	lag_ml	mlforecast_auto	AutoLasso	broad_v1	broad_v1	mfauto-lasso				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-elasticnet	mfauto-elasticnet	autoelasticnet	lag_ml	mlforecast_auto	AutoElasticNet	broad_v1	broad_v1	mfauto-elasticnet				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	mfauto-randomforest	mfauto-randomforest	autorandomforest	lag_ml	mlforecast_auto	AutoRandomForest	broad_v1	broad_v1	mfauto-randomforest				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous"", ""hpo""]"	AutoMLForecast wrapper with upstream default search space
expanded_v2	hf-bottomup	hf-bottomup	bottomup	reconciliation	hierarchicalforecast	BottomUp	broad_v1	broad_v1	hf-bottomup				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-bottomupsparse	hf-bottomupsparse	bottomupsparse	reconciliation	hierarchicalforecast	BottomUpSparse	broad_v1	broad_v1	hf-bottomupsparse				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-topdown	hf-topdown	topdown	reconciliation	hierarchicalforecast	TopDown	broad_v1	broad_v1	hf-topdown				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-topdownsparse	hf-topdownsparse	topdownsparse	reconciliation	hierarchicalforecast	TopDownSparse	broad_v1	broad_v1	hf-topdownsparse				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-middleout	hf-middleout	middleout	reconciliation	hierarchicalforecast	MiddleOut	broad_v1	broad_v1	hf-middleout				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-middleoutsparse	hf-middleoutsparse	middleoutsparse	reconciliation	hierarchicalforecast	MiddleOutSparse	broad_v1	broad_v1	hf-middleoutsparse				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-mintrace	hf-mintrace	mintrace	reconciliation	hierarchicalforecast	MinTrace	broad_v1	broad_v1	hf-mintrace				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-mintracesparse	hf-mintracesparse	mintracesparse	reconciliation	hierarchicalforecast	MinTraceSparse	broad_v1	broad_v1	hf-mintracesparse				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-optimalcombination	hf-optimalcombination	optimalcombination	reconciliation	hierarchicalforecast	OptimalCombination	broad_v1	broad_v1	hf-optimalcombination				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	hf-erm	hf-erm	erm	reconciliation	hierarchicalforecast	ERM	broad_v1	broad_v1	hf-erm				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""reconciliation"", ""coherence""]"	enforces coherence across the number/decade/parity hierarchy
expanded_v2	chronos-2	chronos-2	chronos2pipeline	tsfm	tsfm	Chronos2Pipeline	broad_v1	broad_v1	chronos-2				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	highest-download TSFM; zero-shot, covariate-capable
expanded_v2	chronos-bolt-tiny	chronos-bolt-tiny	chronosboltpipeline	tsfm	tsfm	ChronosBoltPipeline	broad_v1	broad_v1	chronos-bolt-tiny				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	fastest Chronos variant; CPU-viable
expanded_v2	chronos-t5-small	chronos-t5-small	chronospipeline	tsfm	tsfm	ChronosPipeline	broad_v1	broad_v1	chronos-t5-small				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	T5 tokenised Chronos
expanded_v2	chronos-t5-base	chronos-t5-base	chronospipeline	tsfm	tsfm	ChronosPipeline	broad_v1	broad_v1	chronos-t5-base				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	
expanded_v2	timesfm-2.5-transformers	timesfm-2.5-transformers	timesfmmodelforprediction	tsfm	tsfm	TimesFmModelForPrediction	broad_v1	broad_v1	timesfm-2.5-transformers				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	transformers-native; preferred over the -pytorch checkpoint (no trust_remote_code)
expanded_v2	granite-ttm-r2	granite-ttm-r2	tinytimemixerforprediction	tsfm	tsfm	TinyTimeMixerForPrediction	broad_v1	broad_v1	granite-ttm-r2				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	Apache-licensed replacement for ibm-research/ttm-r3 (non-commercial)
expanded_v2	granite-flowstate-r1	granite-flowstate-r1	flowstateforprediction	tsfm	tsfm	FlowStateForPrediction	broad_v1	broad_v1	granite-flowstate-r1				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	9M params; smallest credible zero-shot forecaster
expanded_v2	granite-patchtst	granite-patchtst	patchtstforprediction	tsfm	tsfm	PatchTSTForPrediction	broad_v1	broad_v1	granite-patchtst				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	
expanded_v2	granite-patchtsmixer	granite-patchtsmixer	patchtsmixerforprediction	tsfm	tsfm	PatchTSMixerForPrediction	broad_v1	broad_v1	granite-patchtsmixer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	
expanded_v2	moirai-2.0-small	moirai-2.0-small	moiraiforecast	tsfm	tsfm	MoiraiForecast	broad_v1	broad_v1	moirai-2.0-small				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	
expanded_v2	moirai-1.0-base	moirai-1.0-base	moiraiforecast	tsfm	tsfm	MoiraiForecast	broad_v1	broad_v1	moirai-1.0-base				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	
expanded_v2	tirex-2	tirex-2	tirex	tsfm	tsfm	TiRex	broad_v1	broad_v1	tirex-2				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	xLSTM-based; successor to TiRex
expanded_v2	toto-open-base	toto-open-base	totoforecaster	tsfm	tsfm	TotoForecaster	broad_v1	broad_v1	toto-open-base				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	observability-domain pretraining
expanded_v2	toto-2.0-4m	toto-2.0-4m	totoforecaster	tsfm	tsfm	TotoForecaster	broad_v1	broad_v1	toto-2.0-4m				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	
expanded_v2	moment-1-small	moment-1-small	momentpipeline	tsfm	tsfm	MOMENTPipeline	broad_v1	broad_v1	moment-1-small				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	general TS embedding model; forecasting head required
expanded_v2	moment-1-large	moment-1-large	momentpipeline	tsfm	tsfm	MOMENTPipeline	broad_v1	broad_v1	moment-1-large				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	
expanded_v2	lag-llama	lag-llama	lagllamaestimator	tsfm	tsfm	LagLlamaEstimator	broad_v1	broad_v1	lag-llama				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	
expanded_v2	kronos-base	kronos-base	kronospredictor	tsfm	tsfm	KronosPredictor	broad_v1	broad_v1	kronos-base				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	discrete-token financial series model
expanded_v2	sundial-base	sundial-base	sundialforprediction	tsfm	tsfm	SundialForPrediction	broad_v1	broad_v1	sundial-base				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position"", ""probability""]"	
expanded_v2	tabpfn-ts	tabpfn-ts	tabpfntimeseries	foundation_tabular	tsfm	TabPFNTimeSeries	broad_v1	broad_v1	tabpfn-ts				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	tabular foundation model applied to the candidate matrix
expanded_v2	t0-alpha	t0-alpha	t0pipeline	tsfm	tsfm	T0Pipeline	broad_v1	broad_v1	t0-alpha				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""zero_shot"", ""position""]"	GATED: weights resolve to zero bytes without accepted terms; kept as a known-blocked entry so the availability probe reports it explicitly
expanded_v2	darts-ensemble	darts-ensemble	regressionensemblemodel	framework	darts	RegressionEnsembleModel	broad_v1	broad_v1	darts-ensemble				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""ensemble""]"	
expanded_v2	reservoir-esn	reservoir-esn	esn	reservoir	reservoirpy	ESN	broad_v1	broad_v1	reservoir-esn				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position""]"	
expanded_v2	sktime-ensemble	sktime-ensemble	ensembleforecaster	framework	sktime	EnsembleForecaster	broad_v1	broad_v1	sktime-ensemble				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""ensemble""]"	
expanded_v2	autogluon-adida	autogluon-adida	adida	intermittent	autogluon	ADIDAModel	autogluon_source_model	provider	autogluon-timeseries	ADIDA			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-arima	autogluon-arima	arima	statistical	autogluon	ARIMAModel	autogluon_source_model	provider	autogluon-timeseries	ARIMA			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-autoarima	autogluon-autoarima	autoarima	statistical	autogluon	AutoARIMAModel	autogluon_source_model	provider	autogluon-timeseries	AutoARIMA			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-autoces	autogluon-autoces	autoces	statistical	autogluon	AutoCESModel	autogluon_source_model	provider	autogluon-timeseries	AutoCES			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-autoets	autogluon-autoets	autoets	statistical	autogluon	AutoETSModel	autogluon_source_model	provider	autogluon-timeseries	AutoETS			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-average	autogluon-average	average	baseline	autogluon	AverageModel	autogluon_source_model	provider	autogluon-timeseries	Average			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-croston	autogluon-croston	croston	intermittent	autogluon	CrostonModel	autogluon_source_model	provider	autogluon-timeseries	Croston			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-dlinear	autogluon-dlinear	dlinear	deep_learning	autogluon	DLinearModel	autogluon_source_model	provider	autogluon-timeseries	DLinear			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-deepar	autogluon-deepar	deepar	deep_probabilistic	autogluon	DeepARModel	autogluon_source_model	provider	autogluon-timeseries	DeepAR			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-directtabular	autogluon-directtabular	directtabular	tabular	autogluon	DirectTabularModel	autogluon_source_model	provider	autogluon-timeseries	DirectTabular			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-dynamicoptimizedtheta	autogluon-dynamicoptimizedtheta	dynamicoptimizedtheta	statistical	autogluon	DynamicOptimizedThetaModel	autogluon_source_model	provider	autogluon-timeseries	DynamicOptimizedTheta			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-ets	autogluon-ets	ets	statistical	autogluon	ETSModel	autogluon_source_model	provider	autogluon-timeseries	ETS			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-imapa	autogluon-imapa	imapa	intermittent	autogluon	IMAPAModel	autogluon_source_model	provider	autogluon-timeseries	IMAPA			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-chronos	autogluon-chronos	chronos	foundation	autogluon	ChronosModel	autogluon_source_model	provider	autogluon-timeseries	Chronos			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-chronos2	autogluon-chronos2	chronos-2	foundation	autogluon	Chronos2Model	autogluon_source_model	provider	autogluon-timeseries	Chronos2			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-npts	autogluon-npts	npts	nonparametric	autogluon	NPTSModel	autogluon_source_model	provider	autogluon-timeseries	NPTS			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-naive	autogluon-naive	naive	baseline	autogluon	NaiveModel	autogluon_source_model	provider	autogluon-timeseries	Naive			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-patchtst	autogluon-patchtst	patchtst	deep_learning	autogluon	PatchTSTModel	autogluon_source_model	provider	autogluon-timeseries	PatchTST			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-persteptabular	autogluon-persteptabular	persteptabular	tabular	autogluon	PerStepTabularModel	autogluon_source_model	provider	autogluon-timeseries	PerStepTabular			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-recursivetabular	autogluon-recursivetabular	recursivetabular	tabular	autogluon	RecursiveTabularModel	autogluon_source_model	provider	autogluon-timeseries	RecursiveTabular			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-seasonalaverage	autogluon-seasonalaverage	seasonalaverage	baseline	autogluon	SeasonalAverageModel	autogluon_source_model	provider	autogluon-timeseries	SeasonalAverage			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-seasonalnaive	autogluon-seasonalnaive	seasonalnaive	baseline	autogluon	SeasonalNaiveModel	autogluon_source_model	provider	autogluon-timeseries	SeasonalNaive			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-simplefeedforward	autogluon-simplefeedforward	simplefeedforward	deep_learning	autogluon	SimpleFeedForwardModel	autogluon_source_model	provider	autogluon-timeseries	SimpleFeedForward			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-temporalfusiontransformer	autogluon-temporalfusiontransformer	tft	deep_probabilistic	autogluon	TemporalFusionTransformerModel	autogluon_source_model	provider	autogluon-timeseries	TemporalFusionTransformer			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-theta	autogluon-theta	theta	statistical	autogluon	ThetaModel	autogluon_source_model	provider	autogluon-timeseries	Theta			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-tide	autogluon-tide	tide	deep_learning	autogluon	TiDEModel	autogluon_source_model	provider	autogluon-timeseries	TiDE			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-toto	autogluon-toto	toto	foundation	autogluon	TotoModel	autogluon_source_model	provider	autogluon-timeseries	Toto			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-wavenet	autogluon-wavenet	wavenet	deep_probabilistic	autogluon	WaveNetModel	autogluon_source_model	provider	autogluon-timeseries	WaveNet			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-zero	autogluon-zero	zero	baseline	autogluon	ZeroModel	autogluon_source_model	provider	autogluon-timeseries	Zero			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""automl_provider""]"	source-declared AutoGluon model; runtime certification is separate
expanded_v2	autogluon-ensemble-greedy	autogluon-ensemble-greedy	greedyensemble	ensemble	autogluon	GreedyEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	Greedy			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=Greedy,Weighted; runtime certification is separate
expanded_v2	autogluon-ensemble-peritemgreedy	autogluon-ensemble-peritemgreedy	peritemgreedyensemble	ensemble	autogluon	PerItemGreedyEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	PerItemGreedy			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=PerItemGreedy; runtime certification is separate
expanded_v2	autogluon-ensemble-performanceweighted	autogluon-ensemble-performanceweighted	performanceweightedensemble	ensemble	autogluon	PerformanceWeightedEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	PerformanceWeighted			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=PerformanceWeighted; runtime certification is separate
expanded_v2	autogluon-ensemble-simpleaverage	autogluon-ensemble-simpleaverage	simpleaverageensemble	ensemble	autogluon	SimpleAverageEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	SimpleAverage			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=SimpleAverage; runtime certification is separate
expanded_v2	autogluon-ensemble-median	autogluon-ensemble-median	medianensemble	ensemble	autogluon	MedianEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	Median			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=Median; runtime certification is separate
expanded_v2	autogluon-ensemble-tabular	autogluon-ensemble-tabular	tabularensemble	ensemble	autogluon	TabularEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	Tabular			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=Tabular; runtime certification is separate
expanded_v2	autogluon-ensemble-perquantiletabular	autogluon-ensemble-perquantiletabular	perquantiletabularensemble	ensemble	autogluon	PerQuantileTabularEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	PerQuantileTabular			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=PerQuantileTabular; runtime certification is separate
expanded_v2	autogluon-ensemble-linearstacker	autogluon-ensemble-linearstacker	linearstackerensemble	ensemble	autogluon	LinearStackerEnsemble	autogluon_source_ensemble	provider	autogluon-timeseries	LinearStacker			SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position_series"", ""ensemble"", ""automl_provider""]"	source-declared AutoGluon ensemble; selectable aliases=LinearStacker; runtime certification is separate
